Time,Time Code,Country Name,Country Code,"Agriculture, forestry, and fishing, value added (% of GDP) [NV.AGR.TOTL.ZS]","Annual freshwater withdrawals, total (% of internal resources) [ER.H2O.FWTL.ZS]",CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Forest area (sq. km) [AG.LND.FRST.K2],Terrestrial and marine protected areas (% of total territorial area) [ER.PTD.TOTL.ZS],Urban population growth (annual %)
2018,YR2018,Middle income,MIC,8.268462022,9.9059653,3.71416074,26268730.26,12.13925113,2.222121277
2018,YR2018,North America,NAC,0.96536371,8.480047844,15.26852327,6567980.7,16.37478399,0.843228462
2018,YR2018,Not classified,INX,..,..,..,..,..,..
2018,YR2018,OECD members,OED,1.394657458,8.351536656,8.832554965,11630163.6,19.57685756,0.823114042
2018,YR2018,Other small states,OSS,2.062034917,1.347610657,6.006908245,587984.7,22.51667489,2.54771081
2018,YR2018,Pacific island small states,PSS,15.94221698,..,1.358443424,43821.6,1.12553992,1.592721261
2018,YR2018,Post-demographic dividend,PST,1.233639722,9.130912042,9.867219268,10061410.6,19.57330645,0.579714258
2018,YR2018,Pre-demographic dividend,PRE,17.4434997,4.098549108,0.498020767,5315324.18,12.92951523,4.207465641
2018,YR2018,Small states,SST,2.650539877,1.207100943,5.570307798,996029.7,19.39240427,2.288519216
2018,YR2018,South Asia,SAS,16.1234518,46.37206006,1.504340472,893309.3,4.978689905,2.477195822
2018,YR2018,South Asia (IDA & IBRD),TSA,16.1234518,46.37206006,1.504340472,893309.3,4.978689905,2.477195822
2018,YR2018,Sub-Saharan Africa,SSF,15.81439824,3.344166111,0.733941129,6352213.38,14.67418279,4.070873388
2018,YR2018,Sub-Saharan Africa (excluding high income),SSA,15.82654232,3.344166111,0.733475159,6351876.38,14.67446672,4.071172341
2018,YR2018,Sub-Saharan Africa (IDA & IBRD countries),TSS,15.81439824,3.344166111,0.733941129,6352213.38,14.67418279,4.070873388
2018,YR2018,Upper middle income,UMC,6.125890925,6.062583937,6.341486224,19955737.96,12.94875541,1.950140873
2018,YR2018,World,WLD,3.954388554,9.250048626,4.475378704,..,14.33758151,1.929419151
